Title	Price	Month_Year	Kms	Fuel	Transmission
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 11.380	Giugno 2017	29.076 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 11.380	Giugno 2017	29.076 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 11.380	Giugno 2017	29.076 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.949	Gennaio 2016	46.470 km	Benzina - Euro 6	Manuale
FIAT 500 1.0 Hybrid Cult	€ 14.490	Giugno 2021	4.714 km	Ibrido - Euro 6	Manuale
FIAT 500 1.0 Hybrid Cult	€ 14.490	Giugno 2021	4.721 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.499	Settembre 2017	72.020 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.499	Settembre 2017	72.020 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 14.199	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.099	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.099	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
Fiat 500 C 1.2 Lounge Cabrio Impianto Gpl Chrome Pack Si Accettano Permute	€ 9.890	Maggio 2015	109.500 km	Benzina - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Connect	€ 16.900	Marzo 2021	16.500 km	Ibrido - Euro 6	Manuale
Fiat 500 1.4 16v Lounge	€ 3.700	Giugno 2008	200.000 km	Benzina - Euro 4	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 9.449	Settembre 2017	72.020 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge	€ 11.490	Dicembre 2016	74.142 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Star	€ 11.990	Dicembre 2019	38.102 km	Benzina - Euro 6	Manuale
FIAT 500 1.0 Hybrid Dolcevita - CONSEGNA A CASA	€ 14.999	Settembre 2021	1.220 km	Ibrido - Euro 6	Manuale
FIAT 500 1.0 Hybrid Dolcevita - CONSEGNA A CASA	€ 14.999	Settembre 2021	1.220 km	Ibrido - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Cabrio Lounge Carplay Clima A. Bicolor	€ 15.390	Maggio 2021	15.242 km	Elettrico - Euro 6	Manuale
"FIAT 500 0.9 TwinAir Gpl Turbo Lounge - Operazione ""MenoMille"""	€ 7.950	Marzo 2011	96.400 km	GPL - Euro 5	Manuale
Fiat 500 1.2 69 C.V. LOUNGE TAGLIANADATA COMPLETAMENTE	€ 7.500	Maggio 2013	102.686 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.999	Novembre 2019	16.630 km	Benzina - Euro 6	Automatico
FIAT 500e e ICON CABRIO USATO GARANTITO 12000KM	€ 24.950	Marzo 2021	12.000 km	Elettrico - Euro 0	Automatico
FIAT 500 1.2 Lounge	€ 11.800	Settembre 2019	49.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Sensor Clima A. Cerchi 15	€ 15.190	Giugno 2021	15.362 km	Elettrico - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Dolcevita	€ 18.900	Novembre 2021	0 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Dolcevita	€ 18.900	Novembre 2021	0 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 9.650	Ottobre 2016	41.479 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.3 MJT 95 CV Lounge	€ 5.800	Novembre 2009	171.000 km	Diesel - Euro 0	Manuale
FIAT 500 1.2 Pop	€ 10.100	Dicembre 2017	60.514 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 69cv Pop Star EU6	€ 10.900	Settembre 2018	38.800 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Cabrio Lounge Carplay Clima A. Bicolor	€ 15.390	Maggio 2021	15.242 km	Elettrico - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Cabrio Lounge Carplay Clima A. Bicolor	€ 15.390	Maggio 2021	15.242 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Luglio 2019	44.120 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Cabrio Lounge Carplay Clima A. Bicolor	€ 15.390	Maggio 2021	10.650 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 69cv Pop Star BT ESP EU6	€ 10.900	Settembre 2018	15.200 km	Benzina - Euro 6	Manuale
FIAT 500 1,2 gpl-LOUNGE-FOTO TAGLIANDI FIAT-UNICA PROPRIETARIA-OK NEOPATENTATI	€ 7.700	Gennaio 2014	139.000 km	GPL - Euro 0	Manuale
FIAT 500e Passion 3+1	€ 24.950	Agosto 2021	5.000 km	Elettrico - Euro 0	Automatico
Fiat 500C 500 C 0.9 TwinAir Turbo Lounge	€ 7.500	Settembre 2011	93.680 km	Benzina - Euro 6	Manuale
FIAT 500 Icon Cabrio PRONTA PER LA CONSEGNA! LED NAVI CAMER	€ 30.500	Settembre 2021	2.622 km	Elettrico - Euro 0	Automatico
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 9.250	Marzo 2015	82.055 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 9.250	Marzo 2015	82.055 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge/OK NEOPATENTATI/TETTO PANORAMA	€ 9.250	Marzo 2015	82.055 km	Benzina - Euro 6	Manuale
FIAT 500C 500 (2007-2016) 500 C 1.2 Lounge	€ 10.980	Aprile 2015	35.121 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 benzina	€ 9.790	Febbraio 2016	73.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Launch Edition S8 Tetto P. M. Pelle	€ 15.490	Luglio 2021	6.559 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 Pop PER NEOPATENTATI	€ 11.800	Giugno 2019	10.750 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Star GPL	€ 10.900	Giugno 2019	22.000 km	GPL - Euro 6	Manuale
Fiat 500 1.2 Lounge. ADATTA PER NEOPATENTATI!!!	€ 6.290	Marzo 2010	118.774 km	Benzina - Euro 4	Manuale
FIAT 500 1.2 Lounge	€ 7.400	Giugno 2013	113.000 km	Benzina - Euro 5	Manuale
Fiat 500 NEOPATENTATI FENDINEBBIA SENSORI! 1.2 Lounge	€ 7.590	Luglio 2012	78.000 km	Benzina - Euro 5	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Sensor Cerchi 15	€ 14.790	Giugno 2021	15.230 km	Elettrico - Euro 6	Manuale
"FIAT 500 1.2 69cv Star + Car Play ""SUPER PROMO"""	€ 13.400	Dicembre 2019	27.974 km	Benzina - Euro 6	Manuale
FIAT 500 1.0 Hybrid Dolcevita #Climaautomatico#applecarplay	€ 14.900	Giugno 2021	14.824 km	Ibrido - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Sensor Clima A. Cerchi 15	€ 15.190	Giugno 2021	16.316 km	Elettrico - Euro 6	Manuale
FIAT 500 1.0 Hybrid Dolcevita #Climaautomatico#applecarplay	€ 14.900	Maggio 2021	6.331 km	Ibrido - Euro 6	Manuale
FIAT 500 Action Berlina	€ 21.500	Giugno 2021	10.300 km	Elettrico - Euro 0	Automatico
FIAT 500 1.0 70CV HYBRID DOLCEVITA	€ 14.590	Maggio 2021	18.000 km	Ibrido - Euro 6	Manuale
FIAT 500 1.2 69cv Pop Star BT ESP EU6	€ 10.900	Settembre 2018	15.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Cabrio Lounge Carplay Clima A. Bicolor	€ 15.390	Maggio 2021	10.650 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 6.490	Febbraio 2009	101.000 km	Benzina - Euro 4	Manuale
Fiat 500e ICON	€ 24.500	Febbraio 2021	10.000 km	Elettrico - Euro 6	Automatico
FIAT 500 1.2 Pop	€ 10.300	Febbraio 2016	52.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.3 Multijet 16v 95 Cv Sport	€ 7.450	Agosto 2011	85.000 km	Diesel - Euro 5	Manuale
FIAT 500 C 1.2 Lounge	€ 10.980	Aprile 2015	35.121 km	Benzina - Euro 0	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Clima A. Sensor Cerchi 15	€ 14.690	Giugno 2021	11.624 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 13.000	Giugno 2019	23.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.250	Giugno 2019	58.550 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.250	Giugno 2019	58.550 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.250	Giugno 2019	58.550 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 hybrid pop 70cv	€ 13.590	Gennaio 2021	7.506 km	Benzina - Euro 6	Manuale
FIAT 500 1.3 Multijet 16V 75 CV Lounge	€ 4.970	Marzo 2010	185.000 km	Diesel - Euro 5	Manuale
Fiat 500 Lounge Navi Clima Automatico GPL	€ 11.900	Marzo 2019	35.000 km	GPL - Euro 6	Manuale
Fiat 500 1.0 Hybrid Lounge	€ 12.990	Novembre 2020	13.300 km	Ibrido - Euro 6	Manuale
FIAT 500 500 1.3 MJT 75 CV Lounge	€ 6.490	Maggio 2009	106.000 km	Diesel - Euro 0	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Clima A. Cerchi 16	€ 14.740	Giugno 2021	27.134 km	Elettrico - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Clima A. Cerchi 16	€ 14.740	Giugno 2021	17.294 km	Elettrico - Euro 6	Manuale
Fiat 500 1.2 69 CV Lounge	€ 10.400	Aprile 2016	43.721 km	Benzina - Euro 0	Manuale
FIAT 500C 0.9 TwinAir Turbo Lounge	€ 9.950	Dicembre 2014	58.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Lounge	€ 14.590	Maggio 2021	11.331 km	Elettrico - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Lounge	€ 14.590	Maggio 2021	13.240 km	Elettrico - Euro 6	Manuale
FIAT 500 Icon Berlina	€ 23.950	Ottobre 2020	7.683 km	Elettrico - Euro 0	Automatico
FIAT 500 1.2 Pop NEOPATENTATI	€ 10.490	Settembre 2018	42.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.971 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.971 km	Benzina - Euro 0	Manuale
FIAT 500 1.0 HYBRID STAR NAVI+CERCHI 16+PELLE+CAR PLAY!!!	€ 13.500	Maggio 2020	29.000 km	Ibrido - Euro 6	Manuale
Fiat 500 1.2 Lounge GPL	€ 11.999	Novembre 2019	8.500 km	GPL - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Sensor Cerchi 15	€ 14.690	Giugno 2021	17.701 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 500 1.2 Lounge	€ 5.990	Novembre 2011	125.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.3 Multijet 95 CV Lounge	€ 12.900	Agosto 2018	30.000 km	Diesel - Euro 6	Manuale
Fiat 500C 500 C 1.2 Lounge AUTOMATICA	€ 7.700	Settembre 2012	103.000 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.999	Gennaio 2017	42.380 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge	€ 10.900	Settembre 2018	15.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 10.049	Marzo 2016	49.420 km	Benzina - Euro 6	Manuale
FIAT 500 1.3 Multijet 16V 95 CV Sport	€ 6.600	Marzo 2011	148.900 km	Diesel - Euro 5	Manuale
Fiat 500 Lounge Navi GPL	€ 11.900	Settembre 2019	32.000 km	GPL - Euro 6	Manuale
Fiat 500 Icon Berlina Km0	€ 25.500	Dicembre 2021	200 km	Elettrico - Euro 0	Automatico
FIAT 500 1.2 SEMI NUOVA !!!	€ 10.300	Settembre 2018	36.836 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 S - CONSEGNA A CASA	€ 14.599	Luglio 2019	22.305 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.2 EasyPower Lounge Gpl	€ 5.999	Gennaio 2011	183.110 km	GPL - Euro 6	Manuale
FIAT 500 1.3 M-JET LOUNGE+S&S+TETTO PAN.+SENS.PARK+TEL.	€ 9.900	Aprile 2016	79.000 km	Diesel - Euro 5	Manuale
FIAT 500 1.2 Lounge	€ 6.490	Dicembre 2009	105.000 km	Benzina - Euro 4	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.192 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.971 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.971 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.971 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	44.192 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 POPSTAR GPL PREZZO + IVA	€ 10.650	Settembre 2018	16.500 km	GPL - Euro 0	Manuale
FIAT 500 1.2 Lounge Plus	€ 11.500	Gennaio 2019	50.924 km	Benzina - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Sport Connect Clima A. Carplay Sensor Cerchi 15 Black	€ 14.490	Maggio 2021	8.824 km	Elettrico - Euro 6	Manuale
Fiat 500 1.2 Benzina Lounge Pdc	€ 9.999	Maggio 2018	29.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.400	Maggio 2019	48.450 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.400	Maggio 2019	48.450 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.400	Maggio 2019	48.450 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 12.499	Agosto 2017	80.920 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Pop	€ 11.000	Giugno 2017	60.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge CarPlay +Gpl	€ 11.890	Agosto 2019	13.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge	€ 11.000	Settembre 2018	40.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Lounge	€ 12.600	Settembre 2019	39.312 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.500	Giugno 2019	45.700 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.500	Giugno 2019	45.700 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.500	Giugno 2019	45.700 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge navi +CarPlay +Gpl	€ 11.490	Agosto 2018	39.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 69 cv Star NEOPATENTATO	€ 13.700	Agosto 2020	5.000 km	Benzina - Euro 6	Manuale
FIAT 500 500 1.2 Lounge	€ 7.999	Dicembre 2014	85.000 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 Pop	€ 11.990	Marzo 2018	47.992 km	Benzina - Euro 6	Automatico
Fiat 500 1.0 70cv Hybrid Rockstar S8	€ 14.490	Luglio 2021	10.398 km	Elettrico - Euro 6	Manuale
Fiat 500 1.0 70cv Hybrid Dolcevita Tetto Carplay Pelle Clima A. Sensor Cerchi 16	€ 14.740	Giugno 2021	23.337 km	Elettrico - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 13.449	Luglio 2020	3.140 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 Lounge	€ 9.500	Luglio 2014	54.000 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69cv Pop Star Uconnect Speed Limiter	€ 10.880	Marzo 2019	24.277 km	Benzina - Euro 6	Manuale
